objectid,name,country,nat_leg_te,leg_rec,area_ha,gfwid,globalid,shape_Length,shape_Area
401,Salto Grande do Jacuf,Brazil,Indigenous Territory,Y,234.9641,780c0914-c7b2-4242-887e-7fb260c51e74,{0780D515-C990-4B4A-9B86-F2F04BB49091},8314.26698848215,3084962.41519538
402,Sangradouro/Volta Grande,Brazil,Indigenous Territory,Y,100280.3969,65bfb91f-f0e4-4769-bea1-bfe6df7de30a,{8B3D28D8-4ABE-49A1-B079-72897C315AF9},221131.457297162,1109196221.99455
403,Santa Inez,Brazil,Indigenous Territory,Y,29698.0449,00a11ab3-7576-413f-a581-6ff1b7f2afc8,{9C88AFED-D690-48C2-8CB3-EB4D7B422075},81344.3947414823,305161958.716959
404,Santana,Brazil,Indigenous Territory,Y,35470.7543,e656c8d1-decb-4358-9e2c-2e5455b59186,{BBB2F7DF-D763-40D9-BBE5-D5C2985947DD},111820.729615798,383584136.039272
405,Spo Francisco do Canimari,Brazil,Indigenous Territory,Y,3331.2208,8aebf368-b39b-4e64-aec0-8970ef5a49f9,{B4532831-7D68-4CE8-B4A1-828ECD7FDD2B},18627.6484816831,14826423.4127565
406,Spo Jeronimo,Brazil,Indigenous Territory,Y,1339.3364,7ead92f0-4a41-4e42-a921-4f47dd78c87c,{843F6D59-06E7-4853-BED2-F27BE6069D44},18371.6895390214,16244104.575914
407,Spo Leopoldo,Brazil,Indigenous Territory,Y,69270.5409,474ea640-21d6-4260-b12d-214247540d1e,{FEB00857-3DC1-4EDF-811C-8D3A28826FCE},161188.496950089,733480729.961252
408,Spo Pedro,Brazil,Indigenous Territory,Y,726.1805,ac2b465f-4a67-4a69-afa9-c37ceaa0b982,{CF052903-A0A6-4F49-9785-43F3F3349FBD},20218.0219756928,6221730.26278869
409,Spo Pedro do Sepatini,Brazil,Indigenous Territory,Y,27644.2488,a11cf2b8-5d47-4e3b-9536-eed527da30e8,{CF0550CF-41A9-47ED-8ADC-2BFFB5BD5CE1},111585.921935929,283125228.385719
410,Spo Sebastipo,Brazil,Indigenous Territory,Y,61058.5408,291bdf0e-ae9f-4b92-8791-2b5097dfa414,{511EE761-0D66-4E7C-9B2A-395B80B91B75},167189.747808316,606832122.390601
411,SararT,Brazil,Indigenous Territory,Y,67419.5158,6eb8a20a-55f1-44d2-94bf-f1ea68404f37,{C721F736-C689-4D94-AE4F-B33A3D9887AE},63320.1475133019,90359893.4233691
412,Sassor=,Brazil,Indigenous Reserve,Y,1922.6435,d4c8e4e1-ce8a-4594-af64-2a4876948da9,{E5019F36-F24D-40F2-8FA1-674D5CCCC23C},21735.9404349203,22561389.0425905
413,Sepoti,Brazil,Indigenous Territory,Y,251348.9835,1d9fa496-d4ac-4a15-86b0-7923009af6fc,{D4CFAA90-8FFD-4363-BDA6-4D0FBB614A0B},7757.22821807665,2955290.56186793
414,Serra da Mota,Brazil,Indigenous Territory,Y,11626.7912,dbc2cf61-aa31-44b1-893d-af7b5b7c42ff,{FE18FBDF-CCF3-4368-9B69-E7D7865F402B},50287.4504009959,114724087.310724
415,Serra do Itatins,Brazil,Indigenous Territory,Y,1212.47,46d52b39-3cf5-458b-a026-aef8839be242,{F7BBFA48-7F16-4FCC-86C0-C173FB6D9B87},22110.3071266418,14683779.7401757
416,Serra Morena,Brazil,Indigenous Territory,Y,147836.1461,44aa240f-dd24-4cd6-934d-e18cfd99b964,{9AC1BB85-B27F-4231-B0BB-36B985B070E5},204736.780505521,1542912212.01351
417,Serrinha,Brazil,Indigenous Territory,Y,11752.7578,976f41fa-b29a-4dc4-8b0d-6161e0354b98,{A3DE660A-9500-4BD7-BCE6-9CBA217A234F},91843.7532397428,150398882.053799
418,Seruini/Mariene,Brazil,Indigenous Territory,Y,144971.3671,efca113c-3f86-4bf2-a418-316e40fa5679,{3465CC8A-C241-450C-85D4-CE267A899D60},201230.779694384,1488245367.73316
419,Sete Cerros,Brazil,Indigenous Territory,Y,8584.7213,579dc437-0b84-48b7-9864-538501e3dda4,{A972E30C-FF7E-4088-84D6-2293E9B93CC7},61423.7477193696,105208344.101609
420,Sete de Setembro,Brazil,Indigenous Territory,Y,248146.9286,36be0713-ba22-46cb-8e5e-0dddf39298dd,{E5B394B1-C807-42B2-BD92-A7332F1F9BD1},209597.394900284,2599588790.13357
421,Setemp,Brazil,Indigenous Territory,Y,49430,44033f29-f37e-4f2c-9c06-c4450d0ed04c,{0476D34F-4B87-4295-B8A2-15B03B5842A7},125900.793929952,499593629.299113
422,Soror=,Brazil,Indigenous Territory,Y,26257,d870a0c4-d25d-44a2-9c96-054a720fa427,{06B67550-F63E-40AC-AFE2-5BFBE19A6CF8},69486.538205132,265510406.760204
423,Sucuba,Brazil,Indigenous Territory,Y,5983,27f0bc2e-6879-4d79-ae69-bc76ef583f5d,{5DD91504-B195-4719-BC80-A100BD7A2C21},52952.4781439774,60332554.5758725
424,Sucuriy,Brazil,Indigenous Territory,Y,535.1047,b24341ea-e17e-4248-8f4e-9039223355fe,{5255398E-3875-4A73-9202-0580CE0C5C7F},11358.1678649902,6225784.5671904
425,Tabalascada,Brazil,Indigenous Territory,Y,13014.7374,c1c35edd-4edc-451a-b3ad-dbc95386607f,{E31237A0-2687-407F-A526-8D9B8D82C3D2},51309.5612812531,131177490.367865
426,Tabocal,Brazil,Indigenous Territory,Y,906.1516,ef65d025-eb82-4c4e-b053-06b7dcf81ff3,{F7C6A383-341B-45A0-9F37-206A9E773F6E},17020.0575579263,9145320.81143031
427,Tadarimana,Brazil,Indigenous Territory,Y,9785,5149a608-63af-4e53-ae00-a49e8765bc82,{3B7127FE-5ED0-4826-ACD5-159656E232B6},54126.8783931709,104413790.42123
428,Taihantesu,Brazil,Indigenous Territory,Y,5362.3344,aaf8b854-8b09-441a-ad85-8d15e9123b1f,{E8A45179-A631-46CA-9DFC-2C6B03767008},35016.6883100459,56280513.0354056
429,Takuaraty/Yvykuarusu,Brazil,Indigenous Territory,Y,2609.094,6644a1cf-9216-4197-a66f-f1800634466d,{40FB175C-C5CC-48B3-9E8E-78AC9BFF0986},28569.8447144408,30895259.3151111
430,TapirapT/Karajß,Brazil,Indigenous Territory,Y,66166,d90711ae-0a5b-4048-9c27-274f959a3627,{EF4FB8DD-5C92-45F4-9C5B-6DF639FA7457},115058.572255217,688329981.447091
431,Taquaperi,Brazil,Indigenous Reserve,Y,1776.9594,ea0c02e4-25a2-4834-ba43-b53310261358,{09DE8487-A4F7-4B2C-A197-F5839E8C22D7},24965.8602986934,21365654.4972678
432,Taquara,Brazil,Indigenous Territory,Y,9700,945c8c32-dc59-480d-96f2-ab2911154b69,{371067D7-8207-41A4-8B23-92480FC827C4},58312.318583778,115120563.329711
433,Pindoty,Brazil,Indigenous Territory,Y,3294,26532e1e-2d5c-4bc2-b853-10db24b689ee,{32EEB127-EAB0-4E32-A3EC-62138FCE6979},53178.6992291649,41217983.0253518
434,Taunay/Ipegue,Brazil,Indigenous Territory,Y,6461.3459,bdc03aaa-2ba2-49ba-977e-b22d0881ce6d,{25172700-48D8-498F-9271-0A71828F8196},83827.7677430691,387066567.413273
435,Taunay/Ipegue,Brazil,Indigenous Territory,Y,33900,e86e24e2-9675-4d44-8588-840c44c052db,{880DA27A-7F17-4C94-85DE-9026D7B9CAD3},40976.3086570562,100639278.988271
436,Tekohß A±etete,Brazil,Indigenous Reserve,Y,1774.7063,02aaba4a-bfa7-4f05-b2fa-691736db198c,{4D33C37C-9524-43F9-BB7B-4933CF4BD2CE},29108.1048394363,21063218.1745313
437,TembT,Brazil,Indigenous Territory,Y,1075.1881,8728c22a-d1ce-4e76-aec0-8b9895439a22,{68D4BFCF-94BE-41FA-8684-17795EE32C0E},17130.9504089236,10761833.4527849
438,Tenharim do IgarapT Preto,Brazil,Indigenous Territory,Y,87413.1478,d32af0bc-f5f1-4398-84a2-491247fd3e6e,{DC53F401-1820-4C99-A296-6F8BAC7D57FB},173331.464358203,882139255.6298
439,Tenharim Marmelos,Brazil,Indigenous Territory,Y,497521.7497,08af50ae-d911-4719-be0e-27b87107b1a9,{A0266918-7999-4E03-8307-745F48A5DC10},410277.130293892,5123046386.20914
440,Terena Gleba Iriri,Brazil,Indigenous Reserve,Y,30588.8088,504fa097-75f7-4e5d-8872-caf540f0aa9d,{57E82EB9-B7E5-44B3-A688-8AAD9E40E170},119172.868095643,314633652.202261
441,Tereza Cristina,Brazil,Indigenous Reserve,Y,30060,77a08466-e68b-482d-988a-7fb10f91c92e,{7E426035-2B49-4E07-B464-00D310A966E3},132171.597301561,317516438.04412
442,Itixi Mitari,Brazil,Indigenous Territory,Y,182134.7746,cb52accd-7107-4387-8794-f9a0e17b5c89,{91701A10-1523-4F36-85D9-7F71664D7240},296816.577959272,1847237647.85773
443,Tibagy/Mococa,Brazil,Indigenous Territory,Y,859.9098,497d13fc-db3f-4838-bb85-79ea56c88278,{03ACB49F-3604-4592-A4D8-83046DD97CDB},13734.4643438924,10133947.246313
444,Tik·na de Feijoal,Brazil,Indigenous Territory,Y,40948.8,a532e2fb-6ef1-4410-b685-e8db88f7d1d6,{6D776A73-DA9D-41C4-AA08-AF4C0E43D650},127530.365652872,420145634.206065
445,Tingui Bot=,Brazil,Indigenous Reserve,Y,535,8cbf77b9-5e0a-46ea-a472-221c268da97e,{97708276-8B11-4683-9B8C-44F8F89E9C0B},18024.023452677,5545465.42370811
446,Tirecatinga,Brazil,Indigenous Territory,Y,130575.1964,1799ede7-b768-4861-9394-8626c68b7d2c,{A34E2687-C7C4-4D27-9178-1466527AD64A},214385.339232725,1384209398.99208
447,Toldo Chimbangue,Brazil,Indigenous Territory,Y,988.6625,94892d9a-1656-4bef-b7b7-5ce5a22e2bc7,{C8F045E3-5432-4CB5-9ACB-D9A9E59E906D},20430.4224723063,12940203.2947781
448,Toldo Chimbangue II,Brazil,Indigenous Territory,Y,954.0708,7f1910ec-0e2b-4bc1-94cc-ed9b15e876ba,{66D435EA-0004-4173-839B-65119F04CD7C},18282.3276489016,12253332.165747
449,Toldo Imbu,Brazil,Indigenous Territory,Y,1960.6934,a098d5d7-fde6-4326-a136-25a517a59d94,{CA884F2A-13A0-45A2-9CED-81054ACC4121},24800.5457888841,24622493.0904887
450,Torß,Brazil,Indigenous Territory,Y,54960.985,5b723c61-d0b3-4936-8a89-031a882ab6b3,{3ECB5F5D-F206-44EA-87A4-531F9ACD0AAB},114418.465496834,515814194.982129
451,Trincheira,Brazil,Indigenous Territory,Y,1624.6022,f40e0a60-09ff-44fd-a538-a4f55bfbc345,{24B6D6F2-B07B-4D9A-8D3B-EDDF15BBAF59},33014.9244643142,17605736.5754317
452,Trincheira Bacaja,Brazil,Indigenous Territory,Y,1650939.2569,c0302a53-758a-43bb-8ab5-f5f7a87ab46c,{6A8D6FB3-31D7-4458-A8FB-A787EB31A65B},656509.0885637,16767860976.9554
453,Trocarß,Brazil,Indigenous Territory,Y,21722,62251604-ddcf-4f8d-be3e-a57da889c945,{006C7823-7BC4-45E1-BF2E-45F1BA24ACD2},74932.9567729869,218636770.784167
454,Trocarß - Doatpo,Brazil,Dominial Indigenous Area,Y,14.048,2c32e750-8145-4e02-8551-5f0cd6b3886b,{E75FC3F8-9EB1-4294-88C1-DBCB72AB8B22},1813.31009548285,141951.830756947
455,Trombetas/Mapuera,Brazil,Indigenous Territory,Y,3970898.042,cb2d5aa9-eef4-4e08-991b-0f9cbc72fcfa,{81F88A73-C46E-4305-BA67-6618EF34A37F},1567891.17492636,39970433017.5841
